country,card_url,general,country_link,city,PM2.5,date,hour
Israel,https://openaq.org/#/location/SPARTAN%20-%20Weizmann%20Institute,SPARTAN - Weizmann Institute,Israel,"Rehovot,",,,
Italy,https://openaq.org/#/location/BALLIRANA,BALLIRANA,Italy,"ALFONSINE,",,,
Italy,https://openaq.org/#/location/IT0459A,IT0459A,Italy,"Ancona,",9.6,2020/09/08,09:30
Italy,https://openaq.org/#/location/IT0461A,IT0461A,Italy,"Ancona,",9.8,2020/09/08,09:30
Italy,https://openaq.org/#/location/IT1773A,IT1773A,Italy,"Ancona,",5.7,2020/09/08,09:30
Italy,https://openaq.org/#/location/IT1827A,IT1827A,Italy,"Ancona,",10.6,2020/09/08,09:30
Italy,https://openaq.org/#/location/IT2144A,IT2144A,Italy,"Bari,",7.12,2020/09/08,09:30
Italy,https://openaq.org/#/location/IT0934A,IT0934A,Italy,"Benevento,",0.0,2020/09/08,09:30
Italy,https://openaq.org/#/location/BESENZONE,BESENZONE,Italy,"BESENZONE,",,,
Italy,https://openaq.org/#/location/GIARDINI%20MARGHERITA,GIARDINI MARGHERITA,Italy,"BOLOGNA,",,,
Italy,https://openaq.org/#/location/PORTA%20SAN%20FELICE,,,,,,
Italy,https://openaq.org/#/location/IT0499A,,,,,,
Italy,https://openaq.org/#/location/IT1696A,IT1696A,Italy,"Bolzano/Bozen,",,,
Italy,https://openaq.org/#/location/IT2148A,IT2148A,Italy,"Brindisi,",,,
Italy,https://openaq.org/#/location/IT2151A,IT2151A,Italy,"Brindisi,",,,
Italy,https://openaq.org/#/location/IT1947A,IT1947A,Italy,"Cagliari,",7.0991,2020/09/08,04:30
Jordan,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Amman,US Diplomatic Post: Amman,Jordan,"Amman,",36.0,2020/09/08,11:30
Jordan,https://openaq.org/#/location/Amman,US Diplomatic Post: Amman,Jordan,"Amman,",36.0,2020/09/08,11:30
Kazakhstan,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Astana,US Diplomatic Post: Astana,Kazakhstan,"Astana,",,,
Kazakhstan,https://openaq.org/#/location/Almaty,Almaty,Kazakhstan,"N/A,",,,
Kenya,https://openaq.org/#/location/Alliance%20Girls%20High,Alliance Girls High,Kenya,"Nairobi,",,,
Kenya,https://openaq.org/#/location/Nairobi%20CBD,Nairobi CBD,Kenya,"Nairobi,",,,
Kosovo,https://openaq.org/#/location/Drenas,,,,,,
Kosovo,https://openaq.org/#/location/Gjilan,Gjilan,Kosovo,"Gjilan,",,,
Kosovo,https://openaq.org/#/location/Hani%20i%20Elezit,Hani i Elezit,i,Hani,,,
Kosovo,https://openaq.org/#/location/Mitrovice,Mitrovice,Kosovo,"Mitrovice,",,,
Kosovo,https://openaq.org/#/location/Peje,Peje,Kosovo,"Peje,",,,
Kosovo,https://openaq.org/#/location/Prishtine%20-%20IHMK,Prishtine - IHMK,Kosovo,"Prishtine,",,,
Kosovo,https://openaq.org/#/location/Prishtine%2C%20Rilindje,"Prishtine, Rilindje",Kosovo,"Prishtine,",,,
Kosovo,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Pristina,US Diplomatic Post: Pristina,Kosovo,"Pristina,",,,
Kosovo,https://openaq.org/#/location/Prizren,Prizren,Kosovo,"Prizren,",,,
Kuwait,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Kuwait%20City,US Diplomatic Post: Kuwait City,"City,",Kuwait,67.0,2020/09/06,04:30
Kyrgyzstan,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Bishkek,US Diplomatic Post: Bishkek,Kyrgyzstan,"Bishkek,",8.0,2020/09/08,04:30
Kyrgyzstan,https://openaq.org/#/location/Bishkek,US Diplomatic Post: Bishkek,Kyrgyzstan,"Bishkek,",,,
Lao People's Democratic Republic,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Vientiane,US Diplomatic Post: Vientiane,Lao,"Vientiane,",,,
Lithuania,https://openaq.org/#/location/LT00041,LT00041,Lithuania,"Kaunas,",7.13,2020/09/08,04:30
Lithuania,https://openaq.org/#/location/LT00044,LT00044,Lithuania,"Kaunas,",-2.0,2020/09/08,04:30
Lithuania,https://openaq.org/#/location/LT00033,LT00033,Lithuania,"Klaipeda,",4.9,2020/09/08,04:30
Lithuania,https://openaq.org/#/location/LT00021,LT00021,Lithuania,"Šiauliai,",3.0,2020/09/08,04:30
Lithuania,https://openaq.org/#/location/LT00051,LT00051,Lithuania,"Utena,",6.0,2020/09/08,05:30
Lithuania,https://openaq.org/#/location/LT00003,LT00003,Lithuania,"Vilnius,",6.36,2020/09/08,05:30
Luxembourg,https://openaq.org/#/location/LU0105A,LU0105A,Luxembourg,"Grevenmacher,",5.0,2020/09/08,12:30
Luxembourg,https://openaq.org/#/location/LU0101A,LU0101A,Luxembourg,"Luxemburg,",,,
Luxembourg,https://openaq.org/#/location/LU0102A,LU0102A,Luxembourg,"Luxemburg,",20.0,2020/09/08,12:30
Luxembourg,https://openaq.org/#/location/LU0109A,LU0109A,Luxembourg,"Luxemburg,",,,
"Macedonia, the Former Yugoslav Republic of",https://openaq.org/#/location/MK0038A,MK0038A,"Municipality,",Bitola,,,
"Macedonia, the Former Yugoslav Republic of",https://openaq.org/#/location/MK0047A,,,,,,
"Macedonia, the Former Yugoslav Republic of",https://openaq.org/#/location/MK0048A,MK0048A,"Municipality,",Karpos,19.1865,2020/09/08,11:30
Madagascar,https://openaq.org/#/location/Ulaanbaatar,Ulaanbaatar,Madagascar,"N/A,",,,
Mali,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Bamako,US Diplomatic Post: Bamako,Mali,"Bamako,",7.0,2020/09/06,10:30
Malta,https://openaq.org/#/location/MT00008,MT00008,Malta,"Attard,",,,
Malta,https://openaq.org/#/location/MT00007,MT00007,Malta,"Gharb,",24.4,2019/12/12,21:30
Malta,https://openaq.org/#/location/MT00005,MT00005,Malta,"Msida,",,,
Malta,https://openaq.org/#/location/MT00004,MT00004,(Citta',Zejtun,21.9,2019/08/14,02:30
Mexico,https://openaq.org/#/location/SPABC14%20COBACH,SPABC14 COBACH,CALIFORNIA,BAJA,13.0,2020/09/08,12:30
Mexico,https://openaq.org/#/location/Universidad%20Autonoma,Universidad Autonoma,CALIFORNIA,BAJA,,,
Mexico,https://openaq.org/#/location/Camarones,Camarones,"FEDERAL,",DISTRITO,14.0,2020/09/08,12:30
Mexico,https://openaq.org/#/location/Hospital%20General%20de,Hospital General de,"FEDERAL,",DISTRITO,,,
Mexico,https://openaq.org/#/location/Merced,Merced,"FEDERAL,",DISTRITO,8.0,2020/09/08,12:30
Mexico,https://openaq.org/#/location/Pedregal,Pedregal,"FEDERAL,",DISTRITO,,,
Mexico,https://openaq.org/#/location/Santa%20Fe,Santa Fe,"FEDERAL,",DISTRITO,,,
Mexico,https://openaq.org/#/location/Santiago%20Acahualtepe,Santiago Acahualtepe,"FEDERAL,",DISTRITO,,,
Mexico,https://openaq.org/#/location/UAM%20Iztapalapa,UAM Iztapalapa,"FEDERAL,",DISTRITO,6.0,2020/09/08,12:30
Mexico,https://openaq.org/#/location/UAM%20Xochimilco,UAM Xochimilco,"FEDERAL,",DISTRITO,10.0,2020/09/08,11:30
Mexico,https://openaq.org/#/location/Estaci%C3%B3n%20Abasolo,Estación Abasolo,Mexico,"GUANAJUATO,",,,
Mexico,https://openaq.org/#/location/Estaci%C3%B3n%20Bomberos,Estación Bomberos,Mexico,"GUANAJUATO,",3.2,2020/09/08,12:30
Mexico,https://openaq.org/#/location/Estaci%C3%B3n%20DIF,Estación DIF,Mexico,"GUANAJUATO,",14.2,2020/09/08,12:30
Mexico,https://openaq.org/#/location/Estaci%C3%B3n%20Facultad%20de,Estación Facultad de,Mexico,"GUANAJUATO,",100.6,2020/03/21,22:30
Mexico,https://openaq.org/#/location/Estaci%C3%B3n%20Guanajuato,Estación Guanajuato,Mexico,"GUANAJUATO,",11.9,2020/09/08,12:30
Mongolia,https://openaq.org/#/location/1-r%20khoroolol,1-r khoroolol,Mongolia,"Ulaanbaatar,",,,
Mongolia,https://openaq.org/#/location/Amgalan,Amgalan,Mongolia,"Ulaanbaatar,",,,
Mongolia,https://openaq.org/#/location/Baruun%204%20zam,Baruun 4 zam,Mongolia,"Ulaanbaatar,",,,
Mongolia,https://openaq.org/#/location/Bayankhoshuu,Bayankhoshuu,Mongolia,"Ulaanbaatar,",,,
Mongolia,https://openaq.org/#/location/Bukhiin%20urguu,Bukhiin urguu,Mongolia,"Ulaanbaatar,",,,
Mongolia,https://openaq.org/#/location/MNB,MNB,Mongolia,"Ulaanbaatar,",,,
Mongolia,https://openaq.org/#/location/Nisekh,,,,,,
Mongolia,https://openaq.org/#/location/Tolgoit,,,,,,
Mongolia,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Ulaanbaatar,,,,,,
Myanmar,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Rangoon,,,,,,
Nepal,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Embassy%20Kathmandu,,,,,,
Nepal,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Phora%20Durbar%20Kathmandu,,,,,,
Netherlands,https://openaq.org/#/location/Amsterdam-Einsteinweg,,,,,,
Netherlands,https://openaq.org/#/location/Amsterdam-Hoogtij,,,,,,
Netherlands,https://openaq.org/#/location/Amsterdam-Spaarnwoude,US Diplomatic Post: Rangoon,Myanmar,"Rangoon,",,,
Netherlands,https://openaq.org/#/location/Amsterdam-Stadhouderskade,Amsterdam-Spaarnwoude,Netherlands,"Amsterdam,",,,
Netherlands,https://openaq.org/#/location/Amsterdam-Van%20Diemenstraat,Amsterdam-Van Diemenstraat,Netherlands,"Amsterdam,",,,
Netherlands,https://openaq.org/#/location/Amsterdam-Vondelpark,Amsterdam-Vondelpark,Netherlands,"Amsterdam,",5.5,2020/09/08,12:30
Netherlands,https://openaq.org/#/location/Amsterdam-Westerpark,Amsterdam-Westerpark,Netherlands,"Amsterdam,",,,
Netherlands,https://openaq.org/#/location/Badhoevedorp-Sloterweg,Badhoevedorp-Sloterweg,Netherlands,"Badhoevedorp,",,,
Netherlands,https://openaq.org/#/location/Beverwijk%20West-Creutzberglaan,Beverwijk West-Creutzberglaan,"West,",Beverwijk,5.4,2020/09/08,12:30
Netherlands,https://openaq.org/#/location/Biest%20Houtakker-Biestsestraat,Biest Houtakker-Biestsestraat,"Houtakker,",Biest,8.40894,2020/09/08,12:30
Netherlands,https://openaq.org/#/location/Botlek-Spoortunnel,Botlek-Spoortunnel,Netherlands,"Botlek,",,,
Netherlands,https://openaq.org/#/location/Breda-Bastenakenstraat,Breda-Bastenakenstraat,Netherlands,"Breda,",,,
Netherlands,https://openaq.org/#/location/Breda-Tilburgseweg,Breda-Tilburgseweg,Netherlands,"Breda,",9.6114,2020/09/08,12:30
Netherlands,https://openaq.org/#/location/Breukelen-Snelweg,Breukelen-Snelweg,Netherlands,"Breukelen,",2.82196,2020/09/08,12:30
Netherlands,https://openaq.org/#/location/Cabauw-Wielsekade,Cabauw-Wielsekade,Netherlands,"Cabauw,",7.17512,2020/09/08,12:30
Nigeria,https://openaq.org/#/location/SPARTAN%20-%20Ilorin%20University,SPARTAN - Ilorin University,Nigeria,"Ilorin,",,,
Norway,https://openaq.org/#/location/Bekkestua,Bekkestua,Norway,"Bærum,",2.3,2020/09/08,12:30
Norway,https://openaq.org/#/location/Eilif%20Dues%20vei,Eilif Dues vei,Norway,"Bærum,",2.3,2020/09/08,12:30
Norway,https://openaq.org/#/location/Danmarks%20plass,Danmarks plass,Norway,"Bergen,",7.001894,2020/09/08,12:30
Norway,https://openaq.org/#/location/Klosterhaugen,Klosterhaugen,Norway,"Bergen,",,,
Norway,https://openaq.org/#/location/Loddefjord,,,,,,
Norway,https://openaq.org/#/location/R%C3%A5dal,,,,,,
Norway,https://openaq.org/#/location/R%C3%A5dhuset,Rådhuset,Norway,"Bergen,",19.5,2018/01/04,16:30
Norway,https://openaq.org/#/location/Rolland%2C%20%C3%85sane,"Rolland, Åsane",Norway,"Bergen,",,,
Norway,https://openaq.org/#/location/Olav%20V%20gate,Olav V gate,Norway,"Bodø,",,,
Norway,https://openaq.org/#/location/Ringsakervegen,Ringsakervegen,Norway,"Brumunddal,",,,
Norway,https://openaq.org/#/location/Backeparken,Backeparken,Norway,"Drammen,",3.7,2020/09/08,12:30
Norway,https://openaq.org/#/location/V%C3%A5rveien,Vårveien,Norway,"Drammen,",,,
Norway,https://openaq.org/#/location/Leiret,Leiret,Norway,"Elverum,",,,
Norway,https://openaq.org/#/location/Nygaardsgata,,,,,,
Norway,https://openaq.org/#/location/St.Croix,,,,,,
Pakistan,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Islamabad,,,,,,
Pakistan,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Karachi,,,,,,
Pakistan,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Lahore,,,,,,
Pakistan,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Peshawar,,,,,,
Peru,https://openaq.org/#/location/ATE,US Diplomatic Post: Karachi,Pakistan,"Karachi,",,,
Peru,https://openaq.org/#/location/CAMPO%20DE%20MARTE,,,,,,
Peru,https://openaq.org/#/location/CARABAYLLO,,,,,,
Peru,https://openaq.org/#/location/HUACHIPA,,,,,,
Peru,https://openaq.org/#/location/PUENTE%20PIEDRA,,,,,,
Peru,https://openaq.org/#/location/SAN%20BORJA,,,,,,
Peru,https://openaq.org/#/location/SAN%20JUAN%20DE%20LURIGANCHO,CARABAYLLO,Peru,"Lima,",,,
Peru,https://openaq.org/#/location/SAN%20MARTIN%20DE%20PORRES,SAN JUAN DE LURIGANCHO,Peru,"Lima,",,,
Peru,https://openaq.org/#/location/SANTA%20ANITA,SAN MARTIN DE PORRES,Peru,"Lima,",,,
Peru,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Lima,,,,,,
Peru,https://openaq.org/#/location/VILLA%20MARIA%20DEL%20TRIUNFO,SANTA ANITA,Peru,"Lima,",,,
Philippines,https://openaq.org/#/location/SPARTAN%20-%20Manila%20Observatory,,,,,,
Poland,https://openaq.org/#/location/August%C3%B3w-Miejska,,,,,,
Poland,https://openaq.org/#/location/Bia%C5%82ystok-Miejska,,,,,,
Poland,https://openaq.org/#/location/Bielsko-Bia%C5%82a%2C%20ul.Partyzant%C3%B3w,,,,,,
Poland,https://openaq.org/#/location/WIO%C5%9A%20Biskupiec-Mobilna,,,,,,
Poland,https://openaq.org/#/location/Borsukowizna-Wiejska,,,,,,
Poland,https://openaq.org/#/location/Bydgoszcz%20Plac%20Pozna%C5%84ski,,,,,,
Poland,https://openaq.org/#/location/Bydgoszcz%20Warszawska,,,,,,
Poland,https://openaq.org/#/location/Che%C5%82mno%2C%20%C5%81unawska%203A,,,,,,
Poland,https://openaq.org/#/location/D%C4%99bica-Grottgera-WIOS,,,,,,
Poland,https://openaq.org/#/location/Duszniki-Zdr%C3%B3j,US Diplomatic Post: Islamabad,Pakistan,"Islamabad,",,,
Poland,https://openaq.org/#/location/WIO%C5%9A%20Elbl%C4%85g%20ul.%20Ba%C5%BCy%C5%84skiego,,,,,,
Poland,https://openaq.org/#/location/AM8%20Gda%C5%84sk%20Wrzeszcz,WIOŚ Elbląg ul. Bażyńskiego,Poland,"Elbląg,",,,
Poland,https://openaq.org/#/location/Gocza%C5%82kowice%20Zdr%C3%B3j%2C%20ul.%20Parkowa,,,,,,
Poland,https://openaq.org/#/location/WIO%C5%9A%20Go%C5%82dap-Uzdrowisko,,,,,,
Poland,https://openaq.org/#/location/Gorz%C3%B3w%20Wlkp.%20ul.%20Kosynier%C3%B3w%20Gdy%C5%84skich,,,,,,
Portugal,https://openaq.org/#/location/PT02004,,,,,,
Portugal,https://openaq.org/#/location/PT02020,,,,,,
Portugal,https://openaq.org/#/location/PT04006,,,,,,
Portugal,https://openaq.org/#/location/PT05007,,,,,,
Portugal,https://openaq.org/#/location/PT05012,,,,,,
Portugal,https://openaq.org/#/location/PT06004,PT06004,da,Ilha,,,
Portugal,https://openaq.org/#/location/PT06005,,,,,,
Portugal,https://openaq.org/#/location/PT06008,,,,,,
Portugal,https://openaq.org/#/location/PT07001,,,,,,
Portugal,https://openaq.org/#/location/PT02019,,,,,,
Portugal,https://openaq.org/#/location/PT03071,,,,,,
Portugal,https://openaq.org/#/location/PT03072,,,,,,
Portugal,https://openaq.org/#/location/PT03089,,,,,,
Portugal,https://openaq.org/#/location/PT03102,,,,,,
Portugal,https://openaq.org/#/location/PT01024,,,,,,
Saudi Arabia,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Dharan,,,,,,
Saudi Arabia,https://openaq.org/#/location/Dhahran,,,,,,
Saudi Arabia,https://openaq.org/#/location/Jeddah,PT03072,Portugal,"Lisboa,",,,
Serbia,https://openaq.org/#/location/RS0032A,Dhahran,Saudi,"N/A,",,,
Singapore,https://openaq.org/#/location/SPARTAN%20-%20NUS,,,,,,
Slovakia,https://openaq.org/#/location/SK0022A,RS0032A,"Beograd,",Grad,,,
Slovakia,https://openaq.org/#/location/SK0025A,,,,,,
Slovakia,https://openaq.org/#/location/SK0214A,SK0022A,"kraj,",Banskobystrický,,,
Slovakia,https://openaq.org/#/location/SK0262A,SK0025A,"kraj,",Banskobystrický,,,
Slovakia,https://openaq.org/#/location/SK0263A,,,,,,
Slovakia,https://openaq.org/#/location/SK0268A,,,,,,
Slovakia,https://openaq.org/#/location/SK0001A,,,,,,
Slovakia,https://openaq.org/#/location/SK0002A,,,,,,
Slovakia,https://openaq.org/#/location/SK0004A,SK0268A,"kraj,",Banskobystrický,,,
Slovakia,https://openaq.org/#/location/SK0048A,,,,,,
Slovakia,https://openaq.org/#/location/SK0407A,,,,,,
Slovakia,https://openaq.org/#/location/SK0018A,SK0407A,"kraj,",Bratislavský,,,
Slovakia,https://openaq.org/#/location/SK0030A,,,,,,
Slovakia,https://openaq.org/#/location/SK0264A,,,,,,
Slovakia,https://openaq.org/#/location/SK0265A,,,,,,
Spain,https://openaq.org/#/location/ES1138A,,,,,,
Spain,https://openaq.org/#/location/ES1867A,SK0265A,"kraj,",Košický,,,
Spain,https://openaq.org/#/location/ES1868A,ES1867A,"Coruña,",A,,,
Spain,https://openaq.org/#/location/ES1901A,SK0001A,"kraj,",Bratislavský,,,
Spain,https://openaq.org/#/location/ES1535A,ES1535A,Spain,"Albacete,",,,
Spain,https://openaq.org/#/location/ES1914A,ES1914A,Spain,"Alicante/Alacant,",,,
Spain,https://openaq.org/#/location/ES1968A,,,,,,
Spain,https://openaq.org/#/location/ES2008A,ES2008A,Spain,"Alicante/Alacant,",,,
Spain,https://openaq.org/#/location/ES1489A,ES1489A,Spain,"Araba/Álava,",,,
Spain,https://openaq.org/#/location/ES1492A,,,,,,
Spain,https://openaq.org/#/location/ES1502A,ES1492A,Spain,"Araba/Álava,",,,
Spain,https://openaq.org/#/location/ES1673A,ES1502A,Spain,"Araba/Álava,",,,
Spain,https://openaq.org/#/location/ES0825A,ES1673A,Spain,"Araba/Álava,",,,
Spain,https://openaq.org/#/location/ES0880A,,,,,,
Spain,https://openaq.org/#/location/ES1269A,ES0825A,Spain,"Asturias,",,,
Sri Lanka,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Colombo,US Diplomatic Post: Colombo,Sri,"Colombo,",,,
Sweden,https://openaq.org/#/location/SE0014R,SE0014R,Sweden,"Halland,",2.5,2020/09/08,12:30
Sweden,https://openaq.org/#/location/SE0005R,SE0005R,Sweden,"Jämtland,",,,
Sweden,https://openaq.org/#/location/SE0001A,,,,,,
Sweden,https://openaq.org/#/location/SE0058A,SE0058A,Sweden,"Skåne,",,,
Sweden,https://openaq.org/#/location/SE0085A,,,,,,
Sweden,https://openaq.org/#/location/SE0116A,SE0116A,Sweden,"Skåne,",,,
Sweden,https://openaq.org/#/location/Hornsgatan,Hornsgatan,Sweden,"Stockholm,",,,
Sweden,https://openaq.org/#/location/Lilla%20Essingen%20(E4%2FE20),Lilla Essingen (E4/E20),Sweden,"Stockholm,",,,
Sweden,https://openaq.org/#/location/SE0003A,,,,,,
Sweden,https://openaq.org/#/location/SE0071A,,,,,,
Sweden,https://openaq.org/#/location/Sveav%C3%A4gen,,,,,,
Sweden,https://openaq.org/#/location/Uppsala%20Kungsgatan,Sveavägen,Sweden,"Stockholm,",,,
Sweden,https://openaq.org/#/location/SE0059A,SE0059A,Sweden,"Västerbotten,",,,
Sweden,https://openaq.org/#/location/SE0095A,,,,,,
Sweden,https://openaq.org/#/location/SE0004A,SE0004A,"Götaland,",Västra,,,
Switzerland,https://openaq.org/#/location/CH0008A,,,,,,
Switzerland,https://openaq.org/#/location/CH0031A,,,,,,
Switzerland,https://openaq.org/#/location/Beijing,,,,,,
Switzerland,https://openaq.org/#/location/Chengdu,Beijing,Switzerland,"N/A,",,,
Switzerland,https://openaq.org/#/location/Guangzhou,Guangzhou,Switzerland,"N/A,",,,
Switzerland,https://openaq.org/#/location/Shanghai,Shanghai,Switzerland,"N/A,",,,
Switzerland,https://openaq.org/#/location/Shenyang,Shenyang,Switzerland,"N/A,",,,
Switzerland,https://openaq.org/#/location/CH0005R,CH0005R,Switzerland,"Schwyz,",,,
Switzerland,https://openaq.org/#/location/CH0011A,CH0011A,Switzerland,"Ticino,",,,
Switzerland,https://openaq.org/#/location/CH0033A,,,,,,
Switzerland,https://openaq.org/#/location/CH0002R,CH0002R,Switzerland,"Vaud,",,,
Switzerland,https://openaq.org/#/location/CH0005A,CH0005A,Switzerland,"Zürich,",,,
Switzerland,https://openaq.org/#/location/CH0010A,CH0010A,Switzerland,"Zürich,",,,
Taiwan,https://openaq.org/#/location/Nantou,Nantou,Taiwan,"南投縣,",,,
Taiwan,https://openaq.org/#/location/Puli,,,,,,
Taiwan,https://openaq.org/#/location/Zhushan,,,,,,
Taiwan,https://openaq.org/#/location/Chiayi,Chiayi,Taiwan,"嘉義市,",11.0,2017/06/14,14:30
Taiwan,https://openaq.org/#/location/Puzi,,,,,,
Taiwan,https://openaq.org/#/location/Xingang,,,,,,
Taiwan,https://openaq.org/#/location/Keelung,Keelung,Taiwan,"基隆市,",,,
Taiwan,https://openaq.org/#/location/Dongshan,Dongshan,Taiwan,"宜蘭縣,",,,
Taiwan,https://openaq.org/#/location/Yilan,Yilan,Taiwan,"宜蘭縣,",,,
Taiwan,https://openaq.org/#/location/Chaozhou,Chaozhou,Taiwan,"屏東縣,",,,
Taiwan,https://openaq.org/#/location/Hengchun,,,,,,
Taiwan,https://openaq.org/#/location/Pingtung,,,,,,
Taiwan,https://openaq.org/#/location/Changhua,Changhua,Taiwan,"彰化縣,",,,
Taiwan,https://openaq.org/#/location/Erlin,,,,,,
Taiwan,https://openaq.org/#/location/Xianxi,Xianxi,Taiwan,"彰化縣,",,,
Tajikistan,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Dushanbe,US Diplomatic Post: Dushanbe,Tajikistan,"Dushanbe,",,,
Turkmenistan,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Ashgabat,,,,,,
Uganda,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Kampala,,,,,,
United Arab Emirates,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Abu%20Dhabi,US Diplomatic Post: Kampala,Uganda,"Kampala,",,,
United Arab Emirates,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Dubai,US Diplomatic Post: Abu Dhabi,"Dhabi,",Abu,,,
United Arab Emirates,https://openaq.org/#/location/Abu%20Dhabi,,,,,,
United Kingdom,https://openaq.org/#/location/Aberdeen,,,,,,
United Kingdom,https://openaq.org/#/location/Auchencorth%20Moss,US Diplomatic Post: Abu Dhabi,"Dhabi,",Abu,,,
United Kingdom,https://openaq.org/#/location/Barnstaple%20A39,Barnstaple A39,United,"Barnstaple,",,,
United Kingdom,https://openaq.org/#/location/Belfast%20Centre,Belfast Centre,United,"Belfast,",,,
United Kingdom,https://openaq.org/#/location/Birmingham%20Acocks%20Green,Birmingham Acocks Green,United,"Birmingham,",,,
United Kingdom,https://openaq.org/#/location/Birmingham%20Tyburn,Birmingham Tyburn,United,"Birmingham,",3.0,2017/06/06,21:30
United Kingdom,https://openaq.org/#/location/Birmingham%20Tyburn%20Roadside,Birmingham Tyburn Roadside,United,"Birmingham,",,,
United Kingdom,https://openaq.org/#/location/Blackpool%20Marton,,,,,,
United Kingdom,https://openaq.org/#/location/Bournemouth,,,,,,
United Kingdom,https://openaq.org/#/location/Brighton%20Preston%20Park,,,,,,
United Kingdom,https://openaq.org/#/location/Bristol%20St%20Paul's,,,,,,
United Kingdom,https://openaq.org/#/location/Cardiff%20Centre,Cardiff Centre,United,"Cardiff,",,,
United Kingdom,https://openaq.org/#/location/Carlisle%20Roadside,,,,,,
United Kingdom,https://openaq.org/#/location/Greenock%20A8%20Roadside,Bristol St Paul's,United,"Bristol,",,,
United Kingdom,https://openaq.org/#/location/Chatham%20Roadside,,,,,,
United States,https://openaq.org/#/location/Cle%20Elum_Mobile,Greenock A8 Roadside,"Scotland,",Central,,,
United States,https://openaq.org/#/location/Leavenworth_Mobile,Chatham Roadside,United,"Chatham,",,,
Uzbekistan,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Tashkent,Cle Elum_Mobile,United,"007,",,,
Viet Nam,https://openaq.org/#/location/SPARTAN%20-%20Vietnam%20Acad.%20Sci.,Leavenworth_Mobile,United,"007,",,,
Viet Nam,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Hanoi,US Diplomatic Post: Tashkent,Uzbekistan,"Tashkent,",,,
Viet Nam,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Ho%20Chi%20Minh%20City,,,,,,
